meet/see somebody; meeting,见面;見面,jiàn miàn
health; healthy,健康;健康,jiàn kāng
to talk; to lecture; to explain; a speech,讲;講,jiǎng
teach; instruct | religion; teaching,教;教,jiāo | jiào
horn; angle; unit of money (1/10 yuan); corner (Kangxi radical 148) | role (theater),角;角,jiǎo | jué
foot (body part),脚;腳,jiǎo
connect; to meet; to pick up (somebody); to receive,接;接,jiē
street,街道;街道,jiē dào
program; item (on a program),节目;節目,jié mù
holiday; festival,节日;節日,jié rì
get married,结婚;結婚,jié hūn
to end; to finish; conclude,结束;結束,jié shù
settle (a dispute); resolve; solve,解决;解決,jiě jué
lend; borrow; excuse,借;借,jiè
often; frequently; daily,经常;經常,jīng cháng
to pass; go through; as a result of,经过;經過,jīng guò
manager; director,经理;經理,jīng lǐ
long (time),久;久,jiǔ
old; past; used,旧;舊,jiù
sentence,句子;句子,jù zi
decide; resolve,决定;決定,jué dìng
cute; lovely,可爱;可愛,kě ài
thirsty,渴;渴,kě
quarter (hour); (mw for short time intervals); carve; to cut,刻;刻,kè
guest; customer,客人;客人,kè rén
air conditioning,空调;空調,kōng tiáo
mouth (Kangxi radical 30),口;口,kǒu
cry; weep,哭;哭,kū
pants; trousers,裤子;褲子,kù zi
chopsticks,筷子;筷子,kuài zi
blue,蓝;藍,lán
old; aged; tough; often (Kangxi radical 125),老;老,lǎo
leave; depart,离开;離開,lí kāi
gift; present,礼物;禮物,lǐ wù
history,历史;歷史,lì shǐ
face,脸;臉,liǎn
practice; exercise,练习;練習,liàn xí
(mw for vehicles),辆;輛,liàng
to chat,聊天;聊天,liáo tiān
comprehend; understand; know; find out,了解;了解,liǎo jiě
neighbor,邻居;鄰居,lín jū
study abroad,留学;留學,liú xué
story; floor; (multi-story) building,楼;樓,lóu
green,绿;綠,lǜ
horse (Kangxi radical 187),马;馬,mǎ
at once; immediately; right away,马上;馬上,mǎ shàng
satisfied; pleased,满意;滿意,mǎn yì
hat; cap,帽子;帽子,mào zi
rice; meter (Kangxi radical 119),米;米,mǐ
bread,面包;面包,miàn bāo
clear; obvious; understand; explicit,明白;明白,míng bai
carry in your hand; seize; to catch,拿;拿,ná
grandma; (informal) paternal grandmother,奶奶;奶奶,nǎi nai
South,南;南,nán
difficult,难;難,nán
be grieved; be sad; have a hard time,难过;難過,nán guò
grade; year (in school),年级;年級,nián jí
young,年轻;年輕,nián qīng
bird (Kangxi radical 196),鸟;鳥,niǎo
to work hard; to strive,努力;努力,nǔ lì
mountain climbing,爬山;爬山,pá shān
plate; dish; tray,盘子;盤子,pán zi
fat; plump,胖;胖,pàng
leather shoes,皮鞋;皮鞋,pí xié
beer,啤酒;啤酒,pí jiǔ
bottle,瓶子;瓶子,píng zi
actually; in fact,其实;其實,qí shí
other; else,其他;其他,qí tā
strange; odd,奇怪;奇怪,qí guài
to ride (an animal or bike); to sit astride,骑;騎,qí
take off (in an airplane); liftoff,起飞;起飛,qǐ fēi
(beginning or continuing an action); to rise; get up (from bed),起来;起來,qǐ lai
clear; distinct; be clear about,清楚;清楚,qīng chu
to ask for time off,请假;請假,qǐng jià
autumn; fall; harvest time,秋;秋,qiū
skirt,裙子;裙子,qún zi
then; afterwards,然后;然后,rán hòu
cordial; warm; enthusiastic,热情;熱情,rè qíng
believe; think that,认为;認為,rèn wéi
serious; earnest; take seriously,认真;認真,rèn zhēn
easy; likely; liable (to),容易;容易,róng yì
if; in the event that,如果;如果,rú guǒ
umbrella; parasol,伞;傘,sǎn
to surf the web; to go online,上网;上網,shàng wǎng
angry; mad,生气;生氣,shēng qì
sound; voice,声音;聲音,shēng yīn
world,世界;世界,shì jiè
to try; to test; examination,试;試,shì
thin; tight; lean,瘦;瘦,shòu
(informal) father's younger brother; uncle,叔叔;叔叔,shū shu
comfortable; feeling well,舒服;舒服,shū fu
tree,树;樹,shù
mathematics,数学;數學,shù xué
brush one's teeth,刷牙;刷牙,shuā yá
two; double; (mw for pairs),双;雙,shuāng
level; standard; horizontal,水平;水平,shuǐ píng
driver; chauffeur,司机;司機,sī jī
the sun,太阳;太陽,tài yáng
special; especially; particular,特别;特別,tè bié
ache; sore; (it) hurts; love fondly,疼;疼,téng
to raise; heighten; improve,提高;提高,tí gāo
physical training; sports,体育;體育,tǐ yù
sweet,甜;甜,tián
strip; (mw for long thin objects); item,条;條,tiáo
colleague; co-worker,同事;同事,tóng shì
agree; to consent; approve,同意;同意,tóng yì
hair (on the head),头发;頭發,tóu fa
sudden; abrupt,突然;突然,tū rán
library,图书馆;圖書館,tú shū guǎn
leg,腿;腿,tuǐ
to complete; accomplish; to fulfill,完成;完成,wán chéng
bowl; cup,碗;碗,wǎn
ten thousand,万;萬,wàn
forget,忘记;忘記,wàng jì
for; because of; to; for the sake of,为;為,wèi
in order to; for the sake of; for the purpose of,为了;為了,wèi le
position; location; (polite mw for people),位;位,wèi
culture; civilization,文化;文化,wén huà
West (Kangxi radical 146),西;西,xī
habit; be accustomed to; usual practice,习惯;習慣,xí guàn
toilet; lavatory; washroom,洗手间;洗手間,xǐ shǒu jiān
bathe; take a bath or shower; bath or shower,洗澡;洗澡,xǐ zǎo
summer,夏;夏,xià
first; early; before,先;先,xiān
believe (sb.); be convinced of,相信;相信,xiāng xìn
banana,香蕉;香蕉,xiāng jiāo
direction; towards; to turn; to face,向;向,xiàng
be like; resemble; appearance; appear,像;像,xiàng
be careful,小心;小心,xiǎo xīn
"principal (of school, college or university); president; headmaster",校长;校長,xiào zhǎng
news,新闻;新聞,xīn wén
"fresh (experience, food, etc.); new; novel",新鲜;新鮮,xīn xiān
credit card,信用卡;信用卡,xìn yòng kǎ
trunk; suitcase,行李箱;行李箱,xíng lǐ xiāng
panda,熊猫;熊貓,xióng māo
to need; to want; to demand,需要;需要,xū yào
select; to pick; choose,选择;選擇,xuǎn zé
to request; to demand; requirement,要求;要求,yāo qiú
(informal) father's father; paternal grandfather,爷爷;爺爺,yé ye
general; ordinary; common; same,一般;一般,yì bān
one side; on the one hand; at the same time,一边;一邊,yì biān
surely; certainly; necessarily; definite,一定;一定,yí dìng
altogether; in total,一共;一共,yí gòng
a while; a moment,一会儿;一會兒,yí huì r
the same; alike; equal to,一样;一樣,yí yàng
always; all along; straight (in a straight line),一直;一直,yì zhí
before; formerly; previous,以前;以前,yǐ qián
music,音乐;音樂,yīn yuè
bank,银行;銀行,yín háng
beverage; drink,饮料;飲料,yǐn liào
should; ought to; must,应该;應該,yīng gāi
influence; affect; effect,影响;影響,yǐng xiǎng
to use (Kangxi radical 101),用;用,yòng
game; play; recreation,游戏;游戲,yóu xì
famous; well-known,有名;有名,yǒu míng
(once) again; also; both (Kangxi radical 29),又;又,yòu
to meet; run into; come across,遇到;遇到,yù dào
Chinese monetary unit; dollar; first; principal,元;元,yuán
be willing; want to; be ready,愿意;願意,yuàn yì
the moon,月亮;月亮,yuè liang
even more; the more; exceed,越;越,yuè
stand; a station; be on one's feet; service center,站;站,zhàn
(mw for flat objects); to spread out; (common surname),张;張,zhāng
long; length | grow; chief (Kangxi radical 168),长;長,cháng | zhǎng
to worry; feel anxious,着急;著急,zháo jí
take care of; look after; give consideration,照顾;照顧,zhào gu
picture; photograph,照片;照片,zhào piàn
camera,照相机;照相機,zhào xiàng jī
but; only; merely; just | (mw for birds and certain animals),只;隻,zhī | zhǐ
only,只有;隻有,zhǐ yǒu
ability; talent; just now; not until,才;才,cái
center; middle; between; among,中间;中間,zhōng jiān
Chinese (language),中文;中文,zhōng wén
at last; in the end; finally,终于;終於,zhōng yú
type; breed; race; seed,种;種,zhǒng
important; significant; major,重要;重要,zhòng yào
weekend,周末;周末,zhōu mò
main; principal; major,主要;主要,zhǔ yào
pay attention to; take notice of; be careful,注意;注意,zhù yì
oneself; self,自己;自己,zì jǐ
bike; bicycle,自行车;自行車,zì xíng chē
always; eventually,总是;總是,zǒng shì
mouth,嘴;嘴,zuǐ
last; final; ultimately,最后;最后,zuì hòu
recently; lately; these days,最近;最近,zuì jìn
school assignment; homework; task,作业;作業,zuò yè
