to carry in your hand holding strongly; catch; arrest,抓;抓,zhuā
anyway,反正;反正,fǎn zhèng
a reason; grounds; argument,理由;理由,lǐ yóu
as well as; too; (formal) and,以及;以及,yǐ jí
to mature; grow up,成长;成長,chéng zhǎng
congratulate,恭喜;恭喜,gōng xǐ
(facial) expression; express one's feelings,表情;表情,biǎo qíng
luck; fortune,幸运;幸運,xìng yùn
memory; to remember,记忆;記憶,jì yì
to blow; to blast; to puff,吹;吹,chuī
perhaps; maybe,或许;或許,huò xǔ
dormitory; living quarters; hostel,宿舍;宿舍,sù shè
age; era; period,时代;時代,shí dài
cherish the memory of; think fondly of,怀念;懷念,huái niàn
carry on one's back; to bear,背;背,bēi
to stir-fry; saute,炒;炒,chǎo
dizzy; to fain,晕;暈,yūn
root; essence; fundamental; basic; (not) at all; simply,根本;根本,gēn běn
state of affairs; condition; state,状态;狀態,zhuàng tài
power; force; strength,力量;力量,lì liang
weak; feeble; young,弱;弱,ruò
emotion; sentiment; mood; morale,情绪;情緒,qíng xù
target; goal; objective,目标;目標,mù biāo
straight; vertical; frank; directly; continuously,直;直,zhí
silver (the element),银;銀,yín
works (of literature and art),作品;作品,zuò pǐn
"root; base; (mw for long, slender objects)",根;根,gēn
food,食物;食物,shí wù
compose; team up; group,组;組,zǔ
meaning; significance,意义;意義,yì yì
marry (a husband); take a husband,嫁;嫁,jià
basic; fundamental,基本;基本,jī běn
terrible; awful; frightful; scary,可怕;可怕,kě pà
brimming with; very full,充满;充滿,chōng mǎn
function; feature,功能;功能,gōng néng
psychology; psychological; mental,心理;心理,xīn lǐ
satisfy; meet (the needs of),满足;滿足,mǎn zú
mature; ripe,成熟;成熟,chéng shú
to miss; remember with longing; long to see again,想念;想念,xiǎng niàn
achieve; to implement,实现;實現,shí xiàn
brothers; younger brother; brethren,兄弟;兄弟,xiōng dì
to move; get around; action,行动;行動,xíng dòng
appreciate; enjoy; admire,欣赏;欣賞,xīn shǎng
care about; be determined by; to mind,在乎;在乎,zài hu
"circle; ring; (mw for loops, orbits, etc.)",圈;圈,quān
each other; one another,彼此;彼此,bǐ cǐ
stupid; foolish; blank; dumbstruck; to stay,呆;呆,dāi
stomach,胃;胃,wèi
system,系统;系統,xì tǒng
lion,狮子;獅子,shī zi
broken; break into pieces,碎;碎,suì
dispatch; (mw for political groups; schools of thought; etc.),派;派,pài
call; cry; shout,喊;喊,hǎn
young woman; girl,姑娘;姑娘,gūn iang
to roll; get lost; to boil,滚;滾,gǔn
hero,英雄;英雄,yīng xióng
read aloud; to study; to miss or think of somebody,念;念,niàn
champion,冠军;冠軍,guàn jūn
to report; news report,报道;報道,bào dào
pursue; seek,追求;追求,zhuī qiú
(news) media; medium,媒体;媒體,méi tǐ
to press; to urge; to hurry,催;催,cuī
crazy; madness; wild; extreme popularity; insane; frenzied; unbridled,疯狂;瘋狂,fēng kuáng
part company; break up,分手;分手,fēn shǒu
recreation; leisure,休闲;休閑,xiū xián
family; household,家庭;家庭,jiā tíng
intoxicated; become drunk,醉;醉,zuì
ash; gray (grey); dust; lime,灰;灰,huī
to show; to show off; display; performance,表现;表現,biǎo xiàn
at once; immediately,赶快;趕快,gǎn kuài
position; place; seat,位置;位置,wèi zhi
clear; obvious,明显;明顯,míng xiǎn
continually; in a row; successively,连续;連續,lián xù
overcooked; rotten; soft; mushy,烂;爛,làn
scenery; landscape,风景;風景,fēng jǐng
to move,移动;移動,yí dòng
it is said that; reportedly,据说;據說,jù shuō
it is said; legend; pass on (a story),传说;傳說,chuán shuō
otherwise; not so,不然;不然,bù rán
style,风格;風格,fēng gé
humanity; human race; mankind,人类;人類,rén lèi
occupy; seize; to constitute,占;占,zhàn
to control,控制;控制,kòng zhì
waist; lower back; pocket,腰;腰,yāo
gentle and soft; tender; gentle,温柔;溫柔,wēn róu
thorough; complete; completely,彻底;徹底,chè dǐ
center; heart; core,中心;中心,zhōng xīn
to admit; concede; acknowledge,承认;承認,chéng rèn
pause; arrange; stamp feet; suddenly; (mw for meals),顿;頓,dùn
simply; at all,简直;簡直,jiǎn zhí
lose sleep; insomnia,失眠;失眠,shī mián
blue; green; young (Kangxi radical 174); Qinghai province (abbr.),青;青,qīng
frighten; to scare; intimidate,吓;嚇,xià
flat; level; equal; ordinary,平;平,píng
to quarrel; make noise,吵;吵,chǎo
wall,墙;牆,qiáng
intense; strong; violent,强烈;強烈,qiáng liè
chest; bosom; heart,胸;胸,xiōng
moment; constantly,时刻;時刻,shí kè
harvest; acquisition; gain,收获;收獲,shōu huò
desire; wish; aspiration,愿望;願望,yuàn wàng
can't help but; have no choice,无奈;無奈,wú nài
preferential; favorable,优惠;優惠,yōu huì
challenge,挑战;挑戰,tiǎo zhàn
steal; pilfer,偷;偷,tōu
one; armor (1st Heavenly Stem),甲;甲,jiǎ
New Year's Day,元旦;元旦,yuán dàn
imagine; visualize,想象;想象,xiǎng xiàng
comprise; include; consist of,包括;包括,bāo kuò
exciting; provoke; irritate,刺激;刺激,cì jī
lie in; be in; rest with; depend on,在于;在于,zài yú
data; numbers; digital,数据;數據,shù jù
to express; to voice; convey,表达;表達,biǎo dá
a person's tastes or preferences,口味;口味,kǒu wèi
thunder,雷;雷,léi
regret; pity; sorry,遗憾;遺憾,yí hàn
nowadays,如今;如今,rú jīn
seek; look for; quest,寻找;尋找,xún zhǎo
investment,投资;投資,tóu zī
silent; uncommunicative,沉默;沈默,chén mò
to rush; to clash; to rinse; thoroughfare,冲;沖,chōng
to put (on); arrange; to sway; pendulum,摆;擺,bǎi
"display, illustrate, to show",显示;顯示,xiǎn shì
(of a child) obedient; well-behaved; clever; perverse; contrary to reason,乖;乖,guāi
wisdom; knowledge,智慧;智慧,zhì huì
mysterious; mystical,神秘;神秘,shén mì
it seems; as if; seemingly,似乎;似乎,sì hū
lead to; bring about; to cause,导致;導致,dǎo zhì
reflect on; ponder; consider,思考;思考,sī kǎo
dark; gloomy; hidden; secret,暗;暗,àn
organize; organization,组织;組織,zǔ zhī
"to rise (of prices, rivers); to go up | to swell; to bloat",涨;漲,zhǎng | zhàng
disappear; fade away; dissolve,消失;消失,xiāo shī
analyze; analysis,分析;分析,fēn xī
thought; thinking; idea; ideology,思想;思想,sī xiǎng
an official; organ; governmental,官;官,guān
to save (life); to assist; to rescue,救;救,jiù
cloth; announce; to spread,布;布,bù
courage; valor,勇气;勇氣,yǒng qì
fate; destiny,命运;命運,mìng yùn
branch; support; put up; (mw for long; narrow objects) (Kangxi radical 65),支;支,zhī
deal with; to process; sell at a discount; to treat (by a special process),处理;處理,chǔ lǐ
action; behavior; conduct,行为;行爲,xíng wéi
individuality; personality,个性;個性,gè xìng
round; circular; formal unit of Chinese currency,圆;圓,yuán
poem; poetry; verse,诗;詩,shī
theme; subject; topic,主题;主題,zhǔ tí
achieve; attain; to reach,达到;達到,dá dào
department; branch; section,部门;部門,bù mén
program; item; project,项目;項目,xiàng mù
necessary; essential; indispensable,必要;必要,bì yào
employee; staff; personnel,员工;員工,yuán gōng
spend; to pass,度过;度過,dù guò
sky; space; heavens,天空;天空,tiān kōng
to produce; emerge; to cause,产生;産生,chǎn shēng
embrace; to hug,拥抱;擁抱,yōng bào
great; mighty; large,伟大;偉大,wěi dà
react; respond; reply,反应;反應,fǎn yìng
unit; work unit,单位;單位,dān wèi
to float; flutter,飘;飄,piāo
to break; decide; absolutely (usually negative),断;斷,duàn
entertain; amuse; entertainment,娱乐;娛樂,yú lè
nutrition; nourishment; sustenance,营养;營養,yíng yǎng
really; indeed,的确;的確,dí què
to touch; to stroke; fish out; feel out,摸;摸,mō
cooperate; collaborate; work together,合作;合作,hé zuò
fact; in fact,事实;事實,shì shí
stature; figure; build,身材;身材,shēn cái
"sustain injuries (in an accident, etc.); be injured",受伤;受傷,shòu shāng
expert; specialist,专家;專家,zhuān jiā
stench; stink,臭;臭,chòu
a secret; confidential,秘密;秘密,mì mì
propaganda; to propagate; to give publicity to,宣传;宣傳,xuān chuán
equivalent to; appropriate; considerably; quite,相当;相當,xiāng dāng
image; form; figure,形象;形象,xíng xiàng
continue; persist,持续;持續,chí xù
to cause; make; bring out,造成;造成,zào chéng
good and honest; kind-hearted,善良;善良,shàn liáng
immediately,立即;立即,lì jí
to comfort; to console,安慰;安慰,ān wèi
yawn; to lack; owe (Kangxi radical 76),欠;欠,qiàn
decade; era,年代;年代,nián dài
kiss; lips,吻;吻,wěn
lean against; evidence; proof; no matter (what/how/etc.),凭;憑,píng
to use; to make use of; to exploit,利用;利用,lì yòng
automatic,自动;自動,zì dòng
industry; business,行业;行業,háng yè
blind,瞎;瞎,xiā
to retreat; decline; withdraw,退;退,tuì
place an order; book ahead; subscribe for,预订;預訂,yù dìng
ugly; disgraceful (2nd Earthly Branch),丑;醜,chǒu
staff; crew; personnel,人员;人員,rén yuán
talent; talented person,人才;人才,rén cái
soft,软;軟,ruǎn
to report; make known; inform; speech; lecture,报告;報告,bào gào
make public; announce; publicize,公布;公布,gōng bù
make; manufacture,制作;制作,zhì zuò
independent,独立;獨立,dú lì
princess,公主;公主,gōng zhǔ
compassion,爱心;愛心,ài xīn
to hit; collide; run into,撞;撞,zhuàng
to take initiative; voluntary,主动;主動,zhǔ dòng
lid; top; cover; to build,盖;蓋,gài
"width of cloth; size; (mw for pictures, paintings, textiles)",幅;幅,fú
luck,运气;運氣,yùn qi
strive; to struggle,奋斗;奮鬥,fèn dòu
politics,政治;政治,zhèng zhì
reason; sense; argument,道理;道理,dào lǐ
take a photograph; shoot a film,摄影;攝影,shè yǐng
to record; take notes,记录;記錄,jì lù
step upon; to tread; to stamp,踩;踩,cǎi
complain; grumble,抱怨;抱怨,bào yuàn
charm; glamour; enchantment,魅力;魅力,mèi lì
luxurious,豪华;豪華,háo huá
to face; towards; dynasty,朝;朝,cháo
characters; script; writing,文字;文字,wén zì
from beginning to end; all along,始终;始終,shǐ zhōng
tender; inexperienced,嫩;嫩,nèn
gold,黄金;黃金,huáng jīn
(computer) software,软件;軟件,ruǎn jiàn
to sell; to market; sales,销售;銷售,xiāo shòu
develop; to exploit (a resource),开发;開發,kāi fā
definite; certain; fixed; determine,确定;確定,què dìng
correlation; interrelated; dependence,相关;相關,xiāng guān
countless; innumerable,无数;無數,wú shù
tradition; traditional,传统;傳統,chuán tǒng
tint; color; hue,色彩;色彩,sè cǎi
basin; (flower) pot,盆;盆,pén
cannot help but; unable to bear,忍不住;忍不住,rěn bu zhù
since (a previous event),以来;以來,yǐ lái
to trust; have confidence in,信任;信任,xìn rèn
to treat; to cure; medical treatment,治疗;治療,zhì liáo
marriage; matrimony; wedding,婚姻;婚姻,hūn yīn
from now on; since then,从此;從此,cóng cǐ
suddenly; all of a sudden,忽然;忽然,hū rán
in case (something happens); once (sth. has happened ... then); in one day,一旦;一旦,yí dàn
public square; plaza,广场;廣場,guǎng chǎng
data; material; resources; information,资料;資料,zī liào
characteristic; distinguishing feature,特色;特色,tè sè
why should; there is no need to,何必;何必,hé bì
adjustment; revision,调整;調整,tiáo zhěng
warn against; swear off,戒;戒,jiè
fog; mist,雾;霧,wù
potato,土豆;土豆,tǔ dòu
create; bring about; creativity,创造;創造,chuàng zào
to apply; to use; application,应用;應用,yìng yòng
at any time; whenever necessary,随时;隨時,suí shí
to quarrel; to squabble; bicker,吵架;吵架,chǎo jià
goods; commodity; merchandise,商品;商品,shāng pǐn
easily; lightly; rashly,轻易;輕易,qīng yì
"figure; personage; character (in a play, story, etc.)",人物;人物,rén wù
scarf; shawl,围巾;圍巾,wéi jīn
feel wronged; nurse a grievance,委屈;委屈,wěi qu
business; profession,业务;業務,yè wù
degree; extent; level,程度;程度,chéng dù
hard; stiff; obstinately,硬;硬,yìng
assemble; combination,组合;組合,zǔ hé
master; host; owner,主人;主人,zhǔ rén
reinstate; resume; recover,恢复;恢複,huī fù
unexpected; accident; mishap,意外;意外,yì wài
consumption; spending,消费;消費,xiāo fèi
to bear; support; endure; sustain,承受;承受,chéng shòu
to scald; to burn; scalding hot; to iron,烫;燙,tàng
to bite; to nip,咬;咬,yǎo
as much as possible; to the best of one's ability (jìn-: eat or drink to one's fill),尽量;盡量,jǐn liàng
period of time; time,期间;期間,qī jiān
bamboo used for drawing lots; toothpick; to sign (one's name),签;簽,qiān
commemorate; remember,纪念;紀念,jì niàn
marry (a wife); take a wife,娶;娶,qǔ
to treat,对待;對待,duì dài
role; part,角色;角色,jué sè
insufficient; not enough,不足;不足,bù zú
(fashion) model,模特;模特,mó tè
shed tears,流泪;流淚,liú lèi
quilt; blanket,被子;被子,bèi zi
vegetables; produce,蔬菜;蔬菜,shū cài
(mw for flowers and clouds),朵;朵,duǒ
concentrated; dense,浓;濃,nóng
link; connect; communicate,沟通;溝通,gōu tōng
avoid; avert; prevent,避免;避免,bì miǎn
slippery; cunning; crafty,滑;滑,huá
simple; pure; merely,单纯;單純,dān chún
seems as if; rather like,似的;似的,shì de
Europe,欧洲;歐洲,Ōu zhōu
not; do not,勿;勿,wù
funds; funding,资金;資金,zī jīn
hate to part with; begrudge doing something,舍不得;舍不得,shě bu de
replenish; to supplement; to complement,补充;補充,bǔ chōng
breathe,呼吸;呼吸,hū xī
public; make public,公开;公開,gōng kāi
modern times; modern age,现代;現代,xiàn dài
even (if/though); no matter how,哪怕;哪怕,nǎ pà
finger,手指;手指,shǒu zhǐ
install; erect; to fix; to mount,安装;安裝,ān zhuāng
matter; substance; material,物质;物質,wù zhì
(formal) clothing; costume; dress,服装;服裝,fú zhuāng
know from experience; learn through experience; realize; understanding; experience,体会;體會,tǐ huì
promote (an idea or cause); to advance,促进;促進,cù jìn
target; object; partner; boyfriend or girlfriend,对象;對象,duì xiàng
to repeat; to duplicate,重复;重複,chóng fù
subject (of a talk or conversation),话题;話題,huà tí
background,背景;背景,bèi jǐng
benefit; (in sb.'s) interest,利益;利益,lì yì
cancel; cancellation; abolish,取消;取消,qǔ xiāo
natural resource; resource,资源;資源,zī yuán
tofu; bean curd,豆腐;豆腐,dòu fu
angle; point of view,角度;角度,jiǎo dù
to build; to construct; construction,建设;建設,jiàn shè
strange; unfamiliar,陌生;陌生,mò shēng
cozy; comfortable; snug,舒适;舒適,shū shì
on the contrary; instead,反而;反而,fǎn ér
to insert; stick in; pierce,插;插,chā
grasp; hold; certainty; assurance,把握;把握,bǎ wò
delusion; fantasy; illusion,幻想;幻想,huàn xiǎng
askew; crooked; devious; recline to take a rest (colloquial),歪;歪,wāi
make progress; to advance,进步;進步,jìn bù
head; mental capability; brains,脑袋;腦袋,nǎo dai
wedding ceremony,婚礼;婚禮,hūn lǐ
practical; pragmatic; functional,实用;實用,shí yòng
unravel; to tear; demolish,拆;拆,chāi
details; particulars,细节;細節,xì jié
to tease; amuse; to stay; to stop; funny,逗;逗,dòu
shortage; to lack; be short of,缺乏;缺乏,quē fá
plaything; toy,玩具;玩具,wán jù
distinguish; split up; difference; to part,分别;分別,fēn bié
contradiction; conflict,矛盾;矛盾,máo dùn
doesn't matter; be indifferent,无所谓;無所謂,wú suǒ wèi
identity; status; dignity,身份;身份,shēn fèn
thin; flimsy; weak (first two pronunciations),薄;薄,báo
to direct; director,导演;導演,dǎo yǎn
calm; peaceful; tranquil; serene,平静;平靜,píng jìng
frequency; (television) channel,频道;頻道,pín dào
fast; quick; rapid,迅速;迅速,xùn sù
take shape; form,形成;形成,xíng chéng
profound; deep,深刻;深刻,shēn kè
accomplishment; achievement; success,成就;成就,chéng jiù
appear; seem; to look,显得;顯得,xiǎn de
miracle; miraculous; marvel,奇迹;奇迹,qí jì
victory; triumph,胜利;勝利,shèng lì
a building; to construct; architecture,建筑;建築,jiàn zhù
glass; nylon; plastic,玻璃;玻璃,bō li
to escape; run away; flee,逃;逃,táo
prevent; to block,阻止;阻止,zǔ zhǐ
announce; declare; proclaim,宣布;宣布,xuān bù
surface; outside; face,表面;表面,biǎo miàn
rabbit; hare,兔子;兔子,tù zi
celebrate,庆祝;慶祝,qìng zhù
sensitive; susceptible,敏感;敏感,mǐng ǎn
improve; make better,改善;改善,gǎi shàn
morals; morality; ethics,道德;道德,dào dé
to touch; to bump; to encounter,碰;碰,pèng
risk; venture; hazard,风险;風險,fēng xiǎn
concrete; definite; specific,具体;具體,jù tǐ
high-level; high-grade; advanced,高级;高級,gāo jí
concept; idea,概念;概念,gài niàn
gun; spear,枪;槍,qiāng
fight for; compete for; strive,争取;爭取,zhēng qǔ
put questions to; to quiz,提问;提問,tí wèn
immediately; at once; right away,立刻;立刻,lì kè
exit; speak; export,出口;出口,chū kǒu
all-around; comprehensive; fully,全面;全面,quán miàn
be located at,位于;位于,wèi yú
prince; son of a king,王子;王子,wáng zǐ
to evaluate,评价;評價,píng jià
business; commercial affairs,商务;商務,shāng wù
to train; cultivate; bring up,培养;培養,péi yǎng
(Mathematics) equal to,等于;等于,děng yú
condition; state; situation,状况;狀況,zhuàng kuàng
soy sauce,酱油;醬油,jiàng yóu
naïve; innocent; artless,天真;天真,tiān zhēn
avail oneself of; take advantage of (an opportunity or situation),趁;趁,chèn
(currency) renminbi (RMB),人民币;人民幣,rén mín bì
to throw; to fling; to swing; cast off,甩;甩,shuǎi
an area; a region; a district,地区;地區,dì qū
near; be close to,接近;接近,jiē jìn
unique; distinctive,独特;獨特,dú tè
hot pepper; chili,辣椒;辣椒,là jiāo
stay up very late or all night,熬夜;熬夜,áo yè
stable; steady,稳定;穩定,wěn dìng
system; institution,制度;制度,zhì dù
wide; broad; relaxed; lenient,宽;寬,kuān
admire; to respect,佩服;佩服,pèi fu
good; favorable; well,良好;良好,liáng hǎo
to seem as though; as if,仿佛;仿佛,fǎng fú
meet; greet; to welcome,迎接;迎接,yíng jiē
cultivate; train,培训;培訓,péi xùn
civilization; civilized; culture,文明;文明,wén míng
lady; madam,女士;女士,nǚ shì
decorate,装饰;裝飾,zhuāng shì
atmosphere; mood; ambience,气氛;氣氛,qì fēn
say goodbye to; to leave; to part,告别;告別,gào bié
to train; to drill; to exercise; training,训练;訓練,xùn liàn
complete; intact,完整;完整,wán zhěng
vinegar,醋;醋,cù
pretend to be; feign,假装;假裝,jiǎ zhuāng
since; ever since,自从;自從,zì cóng
excessive; overly,过分;過分,guò fèn
hear; to smell; news; reputation,闻;聞,wén
after all; overall; when all is said and done,毕竟;畢竟,bì jìng
purple,紫;紫,zǐ
previously; formerly; in the past,从前;從前,cóng qián
trend; tendency,趋势;趨勢,qū shì
prevent; take precautions against,预防;預防,yù fáng
tool; instrument; utensil,工具;工具,gōng jù
send a greeting; send one's regards to,问候;問候,wèn hòu
lock,锁;鎖,suǒ
principle; doctrine,原则;原則,yuán zé
neck,脖子;脖子,bó zi
shares; stock (market),股票;股票,gǔ piào
to produce; manufacture; give birth to a child,生产;生産,shēng chǎn
to shake; to rock,摇;搖,yáo
qualifications; seniority,资格;資格,zī gé
rule; law; regulation,规则;規則,guī zé
age,年纪;年紀,nián jì
put into operation; throw into; to invest,投入;投入,tóu rù
muscle; flesh,肌肉;肌肉,jī ròu
period in time or history; period; time,时期;時期,shí qī
collective; group,集体;集體,jí tǐ
combine; to link; to bind,结合;結合,jié hé
appearance; phenomenon,现象;現象,xiàn xiàng
average; to share equally,平均;平均,píng jūn
be harmoniously combined or arranged; matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concern with; to cooperate; to become man and wife; to combine parts of a machine,配合;配合,pèi hé
to pick up; collect; gather,捡;撿,jiǎn
as for; go so far as to,至于;至于,zhì yú
bar,酒吧;酒吧,jiǔ bā
establish; to construct; to set up,建立;建立,jiàn lì
kindergarten; nursery school,幼儿园;幼兒園,yòu ér yuán
optimism; hopeful,乐观;樂觀,lè guān
search; look for something; scour,搜索;搜索,sōu suǒ
to respond; to promise; to answer; agree,答应;答應,dā ying
balance; balanced; equilibrium,平衡;平衡,píng héng
local,当地;當地,dāng dì
"engage in (a business activity, etc.); run/operate (a business)",经营;經營,jīng yíng
to copy; plagiarize; search and confiscate,抄;抄,chāo
"(of flowers) to bloom; open up; to be open-minded; lift a ban, restriction, etc.; release; liberalization; China's 1979 open policy",开放;開放,kāi fàng
conscious; be aware of; self-motivated,自觉;自覺,zì jué
absorb; ingest,吸收;吸收,xī shōu
special; particular; extraordinary; unusual,特殊;特殊,tè shū
signal,信号;信號,xìn hào
selfish,自私;自私,zì sī
request information; consultant; advisory,咨询;咨詢,zī xún
next door,隔壁;隔壁,gé bì
snack,零食;零食,líng shí
immense; enormous; very large,巨大;巨大,jù dà
stage; phase,阶段;階段,jiē duàn
opponent; adversary; match,对手;對手,duì shǒu
up to now; so far,至今;至今,zhì jīn
to digest,消化;消化,xiāo huà
interview; gather news; hunt for and collect,采访;采訪,cǎi fǎng
whole; entirety,整体;整體,zhěng tǐ
"to bring (skill, talent, etc.) into play; to develop (an idea)",发挥;發揮,fā huī
ordinary; usually; common,平常;平常,píng cháng
heart,心脏;心髒,xīn zàng
business; commerce; trade,商业;商業,shāng yè
manufacture; make,制造;制造,zhì zào
full; abundant; ample,充分;充分,chōng fèn
renovate; to fit up,装修;裝修,zhuāng xiū
if; supposing; in case,假如;假如,jiǎ rú
register; registration; enroll,注册;注冊,zhù cè
come into contact with,接触;接觸,jiē chù
thing; object,事物;事物,shì wù
opposite; relatively; to resist,相对;相對,xiāng duì
posture; position; pose,姿势;姿勢,zī shì
to leak; to funnel; to let out,漏;漏,lòu
import; entrance; enter,进口;進口,jìn kǒu
shallow; simple; superficial; light (of colors),浅;淺,qiǎn
consequences; aftermath,后果;後果,hòu guǒ
to crouch; to squat,蹲;蹲,dūn
rat; mouse,老鼠;老鼠,lǎo shǔ
pear,梨;梨,lí
cave; hole,洞;洞,dòng
become pregnant; have conceived,怀孕;懷孕,huái yùn
describe; appearance; look,形容;形容,xíng róng
equipment; facilities; installations,设备;設備,shè bèi
fatigue; wearily; weariness; tired,疲劳;疲勞,pí láo
have bad luck; be out of luck,倒霉;倒黴,dǎo méi
ordinary people; the person on the street; civilians,老百姓;老百姓,lǎo bǎi xìng
right; privilege,权利;權利,quán lì
each; respective; apiece,各自;各自,gè zì
