果然,really; sure enough; as expected,guǒ rán
失去,"to lose (time, an opportunity, work, etc.)",shī qù
梦想,dream of; wishful thinking,mèng xiǎng
淡,diluted; weak; thin,dàn
老婆,(informal) wife,lǎo pó
猪,pig,zhū
痛苦,pain; suffering; agony,tòng kǔ
完美,perfect,wán měi
非,non-; un-; not be; wrongdoing; simply must (Kangxi radical 175),fēi
赶紧,at once; hurriedly; lose no time,gǎn jǐn
锅,pot; pan; boiler,guō
便,plain; convenient; excretion; formal equivalent to 就 | cheap,biàn | pián
群,"crowd; group; (mw for groups, flocks, or swarms)",qún
享受,enjoy,xiǎng shòu
经典,classics; scriptures,jīng diǎn
对方,counterpart; the other party involved,duì fāng
要不,otherwise; or else; how about,yào bù
等待,to wait (for); expect,děng dài
平安,safe and sound,píng ān
不如,not as good as; inferior to,bù rú
微笑,smile,wēi xiào
精神,vigor; spirit; mind,jīng shen
寂寞,lonely; lonesome,jì mò
则,standard; regulation; however; in that case,zé
市场,market,shì chǎng
超级,super; transcending; high grade,chāo jí
血,blood (Kangxi radical 143),xuè
顶,"top; roof; carry on one's head; prop up; to butt; (mw for headwear, i.e. hats)",dǐng
面对,to face; confront,miàn duì
一辈子,(for) a lifetime; all one's life,yí bèi zi
切,to cut; to chop | correspond to; absolutely; ardently,qiē | qiè
产品,product; goods; merchandise,chǎn pǐn
方式,way; style; fashion; manner,fāng shì
属于,belong to; be part of,shǔ yú
称,weigh; to call; be called,chēng
煮,to boil; to cook,zhǔ
恨,to hate,hèn
吐,to spit | to vomit; throw up,tǔ | tù
晒,to dry in the sun; shine upon; to sun; bask,shài
方,square; direction; side (Kangxi radical 70),fāng
代表,represent; to delegate,dài biǎo
价值,value; worth,jià zhí
嗯,"(interjection expressing what?, huh? hmm? why? ok, etc.)",ēn
恋爱,romantic love; be in love; love affair,liàn ài
空间,space,kōng jiān
真实,true; real; authentic,zhēn shí
网络,network,wǎng luò
目前,at present; now; for the moment,mù qián
现实,reality; actuality; practical,xiàn shí
作为,regard as; act as; action; deed,zuò wéi
骂,scold; curse; condemn; verbally abuse,mà
政府,government,zhèng fǔ
追,pursue; chase,zhuī
龙,dragon (Kangxi radical 212),lóng
存在,to exist; to be,cún zài
老板,boss; proprietor; shopkeeper,lǎo bǎn
领导,to lead; leader; leadership,lǐng dǎo
保持,to keep; maintain; to hold,bǎo chí
依然,still; as before,yī rán
感受,feel; experience; emotion; impression,gǎn shòu
坚强,strong; staunch,jiān qiáng
数,number | to count; to rank,shù | shǔ
明星,"(movie, etc.) star; celebrity",míng xīng
企业,company; business; firm,qǐ yè
升,rise; hoist; promote; liter,shēng
伤害,injure; to harm; wound,shāng hài
不断,unceasing; uninterrupted; continuously,bú duàn
冻,to freeze,dòng
自由,freedom; free; liberty,zì yóu
青春,youth; youthfulness; fresh spring,qīng chūn
整个,whole; entire; total,zhěng gè
抓,to carry in your hand holding strongly; catch; arrest,zhuā
反正,anyway,fǎn zhèng
理由,a reason; grounds; argument,lǐ yóu
以及,as well as; too; (formal) and,yǐ jí
成长,to mature; grow up,chéng zhǎng
恭喜,congratulate,gōng xǐ
表情,(facial) expression; express one's feelings,biǎo qíng
幸运,luck; fortune,xìng yùn
记忆,memory; to remember,jì yì
吹,to blow; to blast; to puff,chuī
或许,perhaps; maybe,huò xǔ
宿舍,dormitory; living quarters; hostel,sù shè
时代,age; era; period,shí dài
怀念,cherish the memory of; think fondly of,huái niàn
背,carry on one's back; to bear,bēi
炒,to stir-fry; saute,chǎo
晕,dizzy; to fain,yūn
根本,root; essence; fundamental; basic; (not) at all; simply,gēn běn
状态,state of affairs; condition; state,zhuàng tài
力量,power; force; strength,lì liang
弱,weak; feeble; young,ruò
情绪,emotion; sentiment; mood; morale,qíng xù
目标,target; goal; objective,mù biāo
直,straight; vertical; frank; directly; continuously,zhí
银,silver (the element),yín
作品,works (of literature and art),zuò pǐn
根,"root; base; (mw for long, slender objects)",gēn
食物,food,shí wù
组,compose; team up; group,zǔ
意义,meaning; significance,yì yì
嫁,marry (a husband); take a husband,jià
基本,basic; fundamental,jī běn
可怕,terrible; awful; frightful; scary,kě pà
充满,brimming with; very full,chōng mǎn
功能,function; feature,gōng néng
心理,psychology; psychological; mental,xīn lǐ
满足,satisfy; meet (the needs of),mǎn zú
成熟,mature; ripe,chéng shú
想念,to miss; remember with longing; long to see again,xiǎng niàn
实现,achieve; to implement,shí xiàn
兄弟,brothers; younger brother; brethren,xiōng dì
行动,to move; get around; action,xíng dòng
欣赏,appreciate; enjoy; admire,xīn shǎng
在乎,care about; be determined by; to mind,zài hu
圈,"circle; ring; (mw for loops, orbits, etc.)",quān
彼此,each other; one another,bǐ cǐ
呆,stupid; foolish; blank; dumbstruck; to stay,dāi
胃,stomach,wèi
系统,system,xì tǒng
狮子,lion,shī zi
碎,broken; break into pieces,suì
派,dispatch; (mw for political groups; schools of thought; etc.),pài
喊,call; cry; shout,hǎn
姑娘,young woman; girl,gūn iang
滚,to roll; get lost; to boil,gǔn
英雄,hero,yīng xióng
念,read aloud; to study; to miss or think of somebody,niàn
冠军,champion,guàn jūn
报道,to report; news report,bào dào
追求,pursue; seek,zhuī qiú
媒体,(news) media; medium,méi tǐ
催,to press; to urge; to hurry,cuī
疯狂,crazy; madness; wild; extreme popularity; insane; frenzied; unbridled,fēng kuáng
分手,part company; break up,fēn shǒu
休闲,recreation; leisure,xiū xián
家庭,family; household,jiā tíng
醉,intoxicated; become drunk,zuì
灰,ash; gray (grey); dust; lime,huī
表现,to show; to show off; display; performance,biǎo xiàn
赶快,at once; immediately,gǎn kuài
位置,position; place; seat,wèi zhi
明显,clear; obvious,míng xiǎn
连续,continually; in a row; successively,lián xù
烂,overcooked; rotten; soft; mushy,làn
风景,scenery; landscape,fēng jǐng
移动,to move,yí dòng
据说,it is said that; reportedly,jù shuō
传说,it is said; legend; pass on (a story),chuán shuō
不然,otherwise; not so,bù rán
风格,style,fēng gé
人类,humanity; human race; mankind,rén lèi
占,occupy; seize; to constitute,zhàn
控制,to control,kòng zhì
腰,waist; lower back; pocket,yāo
温柔,gentle and soft; tender; gentle,wēn róu
彻底,thorough; complete; completely,chè dǐ
中心,center; heart; core,zhōng xīn
承认,to admit; concede; acknowledge,chéng rèn
顿,pause; arrange; stamp feet; suddenly; (mw for meals),dùn
简直,simply; at all,jiǎn zhí
失眠,lose sleep; insomnia,shī mián
青,blue; green; young (Kangxi radical 174); Qinghai province (abbr.),qīng
吓,frighten; to scare; intimidate,xià
平,flat; level; equal; ordinary,píng
吵,to quarrel; make noise,chǎo
墙,wall,qiáng
强烈,intense; strong; violent,qiáng liè
胸,chest; bosom; heart,xiōng
时刻,moment; constantly,shí kè
收获,harvest; acquisition; gain,shōu huò
愿望,desire; wish; aspiration,yuàn wàng
无奈,can't help but; have no choice,wú nài
优惠,preferential; favorable,yōu huì
挑战,challenge,tiǎo zhàn
偷,steal; pilfer,tōu
甲,one; armor (1st Heavenly Stem),jiǎ
元旦,New Year's Day,yuán dàn
想象,imagine; visualize,xiǎng xiàng
包括,comprise; include; consist of,bāo kuò
刺激,exciting; provoke; irritate,cì jī
在于,lie in; be in; rest with; depend on,zài yú
数据,data; numbers; digital,shù jù
表达,to express; to voice; convey,biǎo dá
口味,a person's tastes or preferences,kǒu wèi
雷,thunder,léi
遗憾,regret; pity; sorry,yí hàn
如今,nowadays,rú jīn
寻找,seek; look for; quest,xún zhǎo
投资,investment,tóu zī
沉默,silent; uncommunicative,chén mò
冲,to rush; to clash; to rinse; thoroughfare,chōng
摆,to put (on); arrange; to sway; pendulum,bǎi
显示,"display, illustrate, to show",xiǎn shì
乖,(of a child) obedient; well-behaved; clever; perverse; contrary to reason,guāi
智慧,wisdom; knowledge,zhì huì
神秘,mysterious; mystical,shén mì
似乎,it seems; as if; seemingly,sì hū
导致,lead to; bring about; to cause,dǎo zhì
思考,reflect on; ponder; consider,sī kǎo
暗,dark; gloomy; hidden; secret,àn
组织,organize; organization,zǔ zhī
涨,"to rise (of prices, rivers); to go up | to swell; to bloat",zhǎng | zhàng
消失,disappear; fade away; dissolve,xiāo shī
分析,analyze; analysis,fēn xī
思想,thought; thinking; idea; ideology,sī xiǎng
官,an official; organ; governmental,guān
救,to save (life); to assist; to rescue,jiù
布,cloth; announce; to spread,bù
勇气,courage; valor,yǒng qì
命运,fate; destiny,mìng yùn
支,branch; support; put up; (mw for long; narrow objects) (Kangxi radical 65),zhī
处理,deal with; to process; sell at a discount; to treat (by a special process),chǔ lǐ
行为,action; behavior; conduct,xíng wéi
个性,individuality; personality,gè xìng
圆,round; circular; formal unit of Chinese currency,yuán
诗,poem; poetry; verse,shī
主题,theme; subject; topic,zhǔ tí
达到,achieve; attain; to reach,dá dào
部门,department; branch; section,bù mén
项目,program; item; project,xiàng mù
必要,necessary; essential; indispensable,bì yào
员工,employee; staff; personnel,yuán gōng
度过,spend; to pass,dù guò
天空,sky; space; heavens,tiān kōng
产生,to produce; emerge; to cause,chǎn shēng
拥抱,embrace; to hug,yōng bào
伟大,great; mighty; large,wěi dà
反应,react; respond; reply,fǎn yìng
单位,unit; work unit,dān wèi
飘,to float; flutter,piāo
断,to break; decide; absolutely (usually negative),duàn
娱乐,entertain; amuse; entertainment,yú lè
营养,nutrition; nourishment; sustenance,yíng yǎng
的确,really; indeed,dí què
摸,to touch; to stroke; fish out; feel out,mō
合作,cooperate; collaborate; work together,hé zuò
事实,fact; in fact,shì shí
身材,stature; figure; build,shēn cái
受伤,"sustain injuries (in an accident, etc.); be injured",shòu shāng
专家,expert; specialist,zhuān jiā
臭,stench; stink,chòu
秘密,a secret; confidential,mì mì
宣传,propaganda; to propagate; to give publicity to,xuān chuán
相当,equivalent to; appropriate; considerably; quite,xiāng dāng
形象,image; form; figure,xíng xiàng
持续,continue; persist,chí xù
造成,to cause; make; bring out,zào chéng
善良,good and honest; kind-hearted,shàn liáng
立即,immediately,lì jí
安慰,to comfort; to console,ān wèi
欠,yawn; to lack; owe (Kangxi radical 76),qiàn
年代,decade; era,nián dài
吻,kiss; lips,wěn
凭,lean against; evidence; proof; no matter (what/how/etc.),píng
利用,to use; to make use of; to exploit,lì yòng
自动,automatic,zì dòng
行业,industry; business,háng yè
瞎,blind,xiā
退,to retreat; decline; withdraw,tuì
预订,place an order; book ahead; subscribe for,yù dìng
丑,ugly; disgraceful (2nd Earthly Branch),chǒu
人员,staff; crew; personnel,rén yuán
人才,talent; talented person,rén cái
软,soft,ruǎn
报告,to report; make known; inform; speech; lecture,bào gào
公布,make public; announce; publicize,gōng bù
制作,make; manufacture,zhì zuò
独立,independent,dú lì
公主,princess,gōng zhǔ
爱心,compassion,ài xīn
撞,to hit; collide; run into,zhuàng
主动,to take initiative; voluntary,zhǔ dòng
盖,lid; top; cover; to build,gài
幅,"width of cloth; size; (mw for pictures, paintings, textiles)",fú
运气,luck,yùn qi
奋斗,strive; to struggle,fèn dòu
政治,politics,zhèng zhì
道理,reason; sense; argument,dào lǐ
摄影,take a photograph; shoot a film,shè yǐng
记录,to record; take notes,jì lù
踩,step upon; to tread; to stamp,cǎi
抱怨,complain; grumble,bào yuàn
魅力,charm; glamour; enchantment,mèi lì
豪华,luxurious,háo huá
朝,to face; towards; dynasty,cháo
文字,characters; script; writing,wén zì
始终,from beginning to end; all along,shǐ zhōng
嫩,tender; inexperienced,nèn
黄金,gold,huáng jīn
软件,(computer) software,ruǎn jiàn
销售,to sell; to market; sales,xiāo shòu
开发,develop; to exploit (a resource),kāi fā
确定,definite; certain; fixed; determine,què dìng
相关,correlation; interrelated; dependence,xiāng guān
无数,countless; innumerable,wú shù
传统,tradition; traditional,chuán tǒng
色彩,tint; color; hue,sè cǎi
盆,basin; (flower) pot,pén
忍不住,cannot help but; unable to bear,rěn bu zhù
以来,since (a previous event),yǐ lái
信任,to trust; have confidence in,xìn rèn
治疗,to treat; to cure; medical treatment,zhì liáo
婚姻,marriage; matrimony; wedding,hūn yīn
从此,from now on; since then,cóng cǐ
忽然,suddenly; all of a sudden,hū rán
一旦,in case (something happens); once (sth. has happened ... then); in one day,yí dàn
广场,public square; plaza,guǎng chǎng
资料,data; material; resources; information,zī liào
特色,characteristic; distinguishing feature,tè sè
何必,why should; there is no need to,hé bì
调整,adjustment; revision,tiáo zhěng
戒,warn against; swear off,jiè
雾,fog; mist,wù
土豆,potato,tǔ dòu
创造,create; bring about; creativity,chuàng zào
应用,to apply; to use; application,yìng yòng
随时,at any time; whenever necessary,suí shí
吵架,to quarrel; to squabble; bicker,chǎo jià
商品,goods; commodity; merchandise,shāng pǐn
轻易,easily; lightly; rashly,qīng yì
人物,"figure; personage; character (in a play, story, etc.)",rén wù
围巾,scarf; shawl,wéi jīn
委屈,feel wronged; nurse a grievance,wěi qu
业务,business; profession,yè wù
程度,degree; extent; level,chéng dù
硬,hard; stiff; obstinately,yìng
组合,assemble; combination,zǔ hé
主人,master; host; owner,zhǔ rén
恢复,reinstate; resume; recover,huī fù
意外,unexpected; accident; mishap,yì wài
消费,consumption; spending,xiāo fèi
承受,to bear; support; endure; sustain,chéng shòu
烫,to scald; to burn; scalding hot; to iron,tàng
咬,to bite; to nip,yǎo
尽量,as much as possible; to the best of one's ability (jìn-: eat or drink to one's fill),jǐn liàng
期间,period of time; time,qī jiān
签,bamboo used for drawing lots; toothpick; to sign (one's name),qiān
纪念,commemorate; remember,jì niàn
娶,marry (a wife); take a wife,qǔ
对待,to treat,duì dài
角色,role; part,jué sè
不足,insufficient; not enough,bù zú
模特,(fashion) model,mó tè
流泪,shed tears,liú lèi
被子,quilt; blanket,bèi zi
蔬菜,vegetables; produce,shū cài
朵,(mw for flowers and clouds),duǒ
浓,concentrated; dense,nóng
沟通,link; connect; communicate,gōu tōng
避免,avoid; avert; prevent,bì miǎn
滑,slippery; cunning; crafty,huá
单纯,simple; pure; merely,dān chún
似的,seems as if; rather like,shì de
欧洲,Europe,Ōu zhōu
勿,not; do not,wù
资金,funds; funding,zī jīn
舍不得,hate to part with; begrudge doing something,shě bu de
补充,replenish; to supplement; to complement,bǔ chōng
呼吸,breathe,hū xī
公开,public; make public,gōng kāi
现代,modern times; modern age,xiàn dài
哪怕,even (if/though); no matter how,nǎ pà
手指,finger,shǒu zhǐ
安装,install; erect; to fix; to mount,ān zhuāng
物质,matter; substance; material,wù zhì
服装,(formal) clothing; costume; dress,fú zhuāng
体会,know from experience; learn through experience; realize; understanding; experience,tǐ huì
促进,promote (an idea or cause); to advance,cù jìn
对象,target; object; partner; boyfriend or girlfriend,duì xiàng
重复,to repeat; to duplicate,chóng fù
话题,subject (of a talk or conversation),huà tí
背景,background,bèi jǐng
利益,benefit; (in sb.'s) interest,lì yì
取消,cancel; cancellation; abolish,qǔ xiāo
资源,natural resource; resource,zī yuán
豆腐,tofu; bean curd,dòu fu
角度,angle; point of view,jiǎo dù
建设,to build; to construct; construction,jiàn shè
陌生,strange; unfamiliar,mò shēng
舒适,cozy; comfortable; snug,shū shì
反而,on the contrary; instead,fǎn ér
插,to insert; stick in; pierce,chā
把握,grasp; hold; certainty; assurance,bǎ wò
幻想,delusion; fantasy; illusion,huàn xiǎng
歪,askew; crooked; devious; recline to take a rest (colloquial),wāi
进步,make progress; to advance,jìn bù
脑袋,head; mental capability; brains,nǎo dai
婚礼,wedding ceremony,hūn lǐ
实用,practical; pragmatic; functional,shí yòng
拆,unravel; to tear; demolish,chāi
细节,details; particulars,xì jié
逗,to tease; amuse; to stay; to stop; funny,dòu
缺乏,shortage; to lack; be short of,quē fá
玩具,plaything; toy,wán jù
分别,distinguish; split up; difference; to part,fēn bié
矛盾,contradiction; conflict,máo dùn
无所谓,doesn't matter; be indifferent,wú suǒ wèi
身份,identity; status; dignity,shēn fèn
薄,thin; flimsy; weak (first two pronunciations),báo
导演,to direct; director,dǎo yǎn
平静,calm; peaceful; tranquil; serene,píng jìng
频道,frequency; (television) channel,pín dào
迅速,fast; quick; rapid,xùn sù
形成,take shape; form,xíng chéng
深刻,profound; deep,shēn kè
成就,accomplishment; achievement; success,chéng jiù
显得,appear; seem; to look,xiǎn de
奇迹,miracle; miraculous; marvel,qí jì
胜利,victory; triumph,shèng lì
建筑,a building; to construct; architecture,jiàn zhù
玻璃,glass; nylon; plastic,bō li
逃,to escape; run away; flee,táo
阻止,prevent; to block,zǔ zhǐ
宣布,announce; declare; proclaim,xuān bù
表面,surface; outside; face,biǎo miàn
兔子,rabbit; hare,tù zi
庆祝,celebrate,qìng zhù
敏感,sensitive; susceptible,mǐng ǎn
改善,improve; make better,gǎi shàn
道德,morals; morality; ethics,dào dé
碰,to touch; to bump; to encounter,pèng
风险,risk; venture; hazard,fēng xiǎn
具体,concrete; definite; specific,jù tǐ
高级,high-level; high-grade; advanced,gāo jí
概念,concept; idea,gài niàn
枪,gun; spear,qiāng
争取,fight for; compete for; strive,zhēng qǔ
提问,put questions to; to quiz,tí wèn
立刻,immediately; at once; right away,lì kè
出口,exit; speak; export,chū kǒu
全面,all-around; comprehensive; fully,quán miàn
位于,be located at,wèi yú
王子,prince; son of a king,wáng zǐ
评价,to evaluate,píng jià
商务,business; commercial affairs,shāng wù
培养,to train; cultivate; bring up,péi yǎng
等于,(Mathematics) equal to,děng yú
状况,condition; state; situation,zhuàng kuàng
酱油,soy sauce,jiàng yóu
天真,naïve; innocent; artless,tiān zhēn
趁,avail oneself of; take advantage of (an opportunity or situation),chèn
人民币,(currency) renminbi (RMB),rén mín bì
甩,to throw; to fling; to swing; cast off,shuǎi
地区,an area; a region; a district,dì qū
接近,near; be close to,jiē jìn
独特,unique; distinctive,dú tè
辣椒,hot pepper; chili,là jiāo
熬夜,stay up very late or all night,áo yè
稳定,stable; steady,wěn dìng
制度,system; institution,zhì dù
宽,wide; broad; relaxed; lenient,kuān
佩服,admire; to respect,pèi fu
良好,good; favorable; well,liáng hǎo
仿佛,to seem as though; as if,fǎng fú
迎接,meet; greet; to welcome,yíng jiē
培训,cultivate; train,péi xùn
文明,civilization; civilized; culture,wén míng
女士,lady; madam,nǚ shì
装饰,decorate,zhuāng shì
气氛,atmosphere; mood; ambience,qì fēn
告别,say goodbye to; to leave; to part,gào bié
训练,to train; to drill; to exercise; training,xùn liàn
完整,complete; intact,wán zhěng
醋,vinegar,cù
假装,pretend to be; feign,jiǎ zhuāng
自从,since; ever since,zì cóng
过分,excessive; overly,guò fèn
闻,hear; to smell; news; reputation,wén
毕竟,after all; overall; when all is said and done,bì jìng
紫,purple,zǐ
从前,previously; formerly; in the past,cóng qián
趋势,trend; tendency,qū shì
预防,prevent; take precautions against,yù fáng
工具,tool; instrument; utensil,gōng jù
问候,send a greeting; send one's regards to,wèn hòu
锁,lock,suǒ
原则,principle; doctrine,yuán zé
脖子,neck,bó zi
股票,shares; stock (market),gǔ piào
生产,to produce; manufacture; give birth to a child,shēng chǎn
摇,to shake; to rock,yáo
资格,qualifications; seniority,zī gé
规则,rule; law; regulation,guī zé
年纪,age,nián jì
投入,put into operation; throw into; to invest,tóu rù
肌肉,muscle; flesh,jī ròu
时期,period in time or history; period; time,shí qī
集体,collective; group,jí tǐ
结合,combine; to link; to bind,jié hé
现象,appearance; phenomenon,xiàn xiàng
平均,average; to share equally,píng jūn
配合,be harmoniously combined or arranged; matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concern with; to cooperate; to become man and wife; to combine parts of a machine,pèi hé
捡,to pick up; collect; gather,jiǎn
至于,as for; go so far as to,zhì yú
酒吧,bar,jiǔ bā
建立,establish; to construct; to set up,jiàn lì
幼儿园,kindergarten; nursery school,yòu ér yuán
乐观,optimism; hopeful,lè guān
搜索,search; look for something; scour,sōu suǒ
答应,to respond; to promise; to answer; agree,dā ying
平衡,balance; balanced; equilibrium,píng héng
当地,local,dāng dì
经营,"engage in (a business activity, etc.); run/operate (a business)",jīng yíng
抄,to copy; plagiarize; search and confiscate,chāo
开放,"(of flowers) to bloom; open up; to be open-minded; lift a ban, restriction, etc.; release; liberalization; China's 1979 open policy",kāi fàng
自觉,conscious; be aware of; self-motivated,zì jué
吸收,absorb; ingest,xī shōu
特殊,special; particular; extraordinary; unusual,tè shū
信号,signal,xìn hào
自私,selfish,zì sī
咨询,request information; consultant; advisory,zī xún
隔壁,next door,gé bì
零食,snack,líng shí
巨大,immense; enormous; very large,jù dà
阶段,stage; phase,jiē duàn
对手,opponent; adversary; match,duì shǒu
至今,up to now; so far,zhì jīn
消化,to digest,xiāo huà
采访,interview; gather news; hunt for and collect,cǎi fǎng
整体,whole; entirety,zhěng tǐ
发挥,"to bring (skill, talent, etc.) into play; to develop (an idea)",fā huī
平常,ordinary; usually; common,píng cháng
心脏,heart,xīn zàng
商业,business; commerce; trade,shāng yè
制造,manufacture; make,zhì zào
充分,full; abundant; ample,chōng fèn
装修,renovate; to fit up,zhuāng xiū
假如,if; supposing; in case,jiǎ rú
注册,register; registration; enroll,zhù cè
接触,come into contact with,jiē chù
事物,thing; object,shì wù
相对,opposite; relatively; to resist,xiāng duì
姿势,posture; position; pose,zī shì
漏,to leak; to funnel; to let out,lòu
进口,import; entrance; enter,jìn kǒu
浅,shallow; simple; superficial; light (of colors),qiǎn
后果,consequences; aftermath,hòu guǒ
蹲,to crouch; to squat,dūn
老鼠,rat; mouse,lǎo shǔ
梨,pear,lí
洞,cave; hole,dòng
怀孕,become pregnant; have conceived,huái yùn
形容,describe; appearance; look,xíng róng
设备,equipment; facilities; installations,shè bèi
疲劳,fatigue; wearily; weariness; tired,pí láo
倒霉,have bad luck; be out of luck,dǎo méi
老百姓,ordinary people; the person on the street; civilians,lǎo bǎi xìng
权利,right; privilege,quán lì
各自,each; respective; apiece,gè zì
糟糕,terrible; too bad; how terrible; what bad luck; what a mess,zāo gāo
通常,regular; usual; normal; ordinary,tōng cháng
必然,inevitable; certain; necessary,bì rán
合理,rational; reasonable,hé lǐ
战争,war; conflict,zhàn zhēng
改革,to reform,gǎi gé
方案,"plan; program (for action, etc.); proposal",fāng àn
海鲜,seafood,hǎi xiān
干燥,"to dry (of paint, cement, etc.); dry; dryness",gān zào
难怪,no wonder,nán guài
总算,at long last; finally; on the whole,zǒng suàn
统一,unify; unite; integrate; universal,tǒng yī
范围,scope; range; limits; extent,fàn wéi
土地,land; territory; soil,tǔ dì
敌人,enemy,dí rén
到达,to reach; arrive,dào dá
鼠标,mouse (computer),shǔ biāo
热爱,love ardently; adore; passion,rè ài
实话,truth,shí huà
体现,embody; incarnate; reflect; to manifest,tǐ xiàn
肩膀,shoulder,jiān bǎng
参考,reference; consult,cān kǎo
好奇,curious,hào qí
逃避,to escape; evade; shirk,táo bì
理论,theory,lǐ lùn
相处,get along; interact,xiāng chǔ
坚决,resolute; determined; uncompromising,jiān jué
石头,stone; rock,shí tou
掌握,to grasp; to master; to control,zhǎng wò
核心,core; nucleus,hé xīn
权力,power; authority,quán lì
手工,hand-made; handicraft; manual,shǒu gōng
绕,to wind; to coil; move round,rào
承担,undertake; assume (responsibility),chéng dān
破坏,destroy; destruction; to wreck; to break,pò huài
集中,concentrate; to focus; amass,jí zhōng
与其,rather than; better than,yǔ qí
借口,excuse,jiè kǒu
堆,pile; heap; stack; crowd,duī
因素,element; factor,yīn sù
感激,appreciate; feel grateful,gǎn jī
未必,not necessarily; need not,wèi bì
农民,peasant,nóng mín
观点,point of view; standpoint,guān diǎn
形式,form; shape; situation,xíng shì
电池,battery,diàn chí
大方,generous; poise; (-fang1: expert; scholar),dà fang
地位,position; status,dì wèi
观察,observe; to watch; to survey,guān chá
怪不得,no wonder; so that's why,guài bu de
夸张,exaggerate; overstate; exaggerated; overstated; vaunted; hyperbole,kuā zhāng
成分,ingredient; composition,chéng fèn
花生,peanut,huā shēng
综合,synthesized; composite; summarize,zōng hé
牙齿,tooth,yá chǐ
斜,slanting; tilted,xié
批,"criticize; to comment; wholesale; (mw for batches, lots, etc.)",pī
蛇,snake; serpent,shé
总统,president (of a country),zǒng tǒng
透明,transparent; open (non-secretive),tòu míng
牛仔裤,jeans; cowboy pants,niú zǎi kù
逐渐,gradually; by degrees,zhú jiàn
离婚,to divorce; divorced from (one's spouse),lí hūn
对比,compare; to contrast; comparison,duì bǐ
册,book; (mw for books),cè
悄悄,quietly,qiāo qiāo
总之,in a word; in short; in brief / anyway; anyhow,zǒng zhī
手术,surgery; operation,shǒu shù
划,delimit; to transfer; assign | to row; to paddle; to scratch,huà | huá
限制,restrictions; to limit; to bound,xiàn zhì
针对,in connection with; directed towards,zhēn duì
主持,preside over; manage; to direct,zhǔ chí
差距,disparity; gap; the difference (in distance; amount; progress; etc.),chā jù
税,tax,shuì
缓解,to alleviate,huǎn jiě
主席,chairperson; president,zhǔ xí
玉米,corn; maize,yù mǐ
交往,to associate; to contact,jiāo wǎng
领域,domain; sphere; field; area,lǐng yù
内部,"internal; interior; inside (part, section)",nèi bù
犹豫,hesitate; hesitant; undecided,yóu yù
确认,confirm; confirmation; verify,què rèn
反复,repeatedly; over and over,fǎn fù
最初,first; primary; initial,zuì chū
扶,to support with hand; to help somebody up,fú
论文,thesis; paper; treatise,lùn wén
计算,to count; calculate; compute,jì suàn
规律,law (e.g. of science); regular pattern; discipline,guī lǜ
捐,to contribute; to donate; to subsribe to; to abandon; to relinquish; contribution; tax,juān
抓紧,to grasp firmly; to pay close or special attention to; to rush in; to make the most of,zhuā jǐn
公平,fair; impartial; just,gōng píng
地震,earthquake,dì zhèn
实验,experiment; test,shí yàn
贡献,contribute; dedicate; contribution,gòng xiàn
戒指,(finger) ring,jiè zhi
广大,vast; extensive,guǎng dà
彩虹,rainbow,cǎi hóng
删除,to delete,shān chú
物理,physics; physical,wù lǐ
编辑,to edit; compile; editor,biān jí
